Cover,Title,Author,Genre,Rating,Rating Count,Year,Pages
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309283443i/331319.jpg,An American Tragedy,Theodore Dreiser,"Classics, Fiction, Literature, Historical , Fiction",3.96,"36,491 ratings1,615 reviews","First published December 17, 1925","859 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534502935i/20758105.jpg,Monsters of Men,Patrick Ness,"Young , Adult, Science , Fiction, Dystopia",4.22,"84,688 ratings7,918 reviews","First published May 3, 2010","643 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388211242i/69571.jpg,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Business, Finance, Nonfiction, Self , Help",4.12,"591,094 ratings22,793 reviews","First published April 8, 1997","195 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463241782i/30186948.jpg,Think and Grow Rich,Napoleon Hill,"Business, Self , Help, Nonfiction, Finance",4.18,"316,477 ratings9,889 reviews","First published January 1, 1937","233 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436460934i/23174274.jpg,Glass Sword,Victoria Aveyard,"Fantasy, Young , Adult, Dystopia, Romance",3.81,"340,911 ratings26,858 reviews","First published February 9, 2016","444 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1303738520i/41899.jpg,Fantastic Beasts and Where to Find Them,J.K. Rowling,"Fantasy, Fiction, Young , Adult, Childrens",3.96,"395,401 ratings12,462 reviews","First published March 1, 2001","128 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187650i/493456.jpg,Extras,Scott Westerfeld,"Young , Adult, Dystopia, Science , Fiction",3.60,"117,410 ratings5,815 reviews","First published May 10, 2006","417 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1290053535i/30672.jpg,Darkness at Noon,Arthur Koestler,"Fiction, Classics, Historical , Fiction, Politics",4.11,"29,981 ratings2,045 reviews","First published January 1, 1940","216 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428986082i/412732.jpg,The Dharma Bums,Jack Kerouac,"Fiction, Classics, Literature, Travel, Novels",3.93,"93,143 ratings3,757 reviews","First published January 1, 1958","244 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387733550i/14554.jpg,If Tomorrow Comes,Sidney Sheldon,"Fiction, Thriller, Mystery, Romance, Suspense",4.07,"66,735 ratings2,635 reviews","First published January 1, 1985","501 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390692771i/597790.jpg,The Children of Húrin,J.R.R. Tolkien,"Fantasy, Fiction, Classics, High , Fantasy",4.02,"81,141 ratings4,398 reviews","First published April 16, 2007","315 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1643167769i/60215314.jpg,The High Auction,Misba,"Fantasy, Post , Apocalyptic, Science , Fiction",4.58,"7,136 ratings1,013 reviews","First published July 21, 2021","180 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358229529i/1412138.jpg,Iron Kissed,Patricia Briggs,"Urban , Fantasy, Fantasy, Paranormal, Romance",4.34,"122,820 ratings4,527 reviews","First published January 2, 2008","287 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437952316i/17803.jpg,After Dark,Haruki Murakami,"Fiction, Japan, Magical , Realism, Japanese ",3.74,"156,528 ratings12,172 reviews","First published January 1, 2004","191 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336930564i/193755.jpg,The Diving Bell and the Butterfly,Jean-Dominique Bauby,"Nonfiction, Memoir, Biography, Biography , Memoir",3.98,"71,250 ratings5,403 reviews","First published January 1, 1997","132 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354571949i/3428935.jpg,The Warded Man,Peter V. Brett,"Fantasy, Fiction, Epic , Fantasy, High ",4.25,"121,989 ratings6,232 reviews","First published September 1, 2008","416 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1602082958i/61666.jpg,Contact,Carl Sagan,"Science , Fiction, Fiction, Classics, Science ",4.14,"140,371 ratings4,346 reviews","First published January 1, 1985","580 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675648462i/94399604.jpg,The Alchemy Fire Murder: a Mary Wandwalker Mystery,Susan  Rowland,"Mystery, Mystery , Thriller",4.31,"3,399 ratings20 reviews","Published February 15, 2023","352 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347454337i/1895792.jpg,The Fury / Dark Reunion,L.J. Smith,"Young , Adult, Vampires, Fantasy, Paranormal",3.72,"60,238 ratings1,963 reviews","First published January 1, 1991","520 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392398530i/14061957.jpg,Ruin and Rising,Leigh Bardugo,"Fantasy, Young , Adult, Romance, Fiction",4.00,"496,398 ratings52,333 reviews","First published June 17, 2014","350 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659905799i/233649.jpg,The Great Hunt,Robert Jordan,"Fantasy, Fiction, Epic , Fantasy, High ",4.26,"307,069 ratings9,788 reviews","First published November 15, 1990","705 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1501852423i/34912895.jpg,The Great Alone,Kristin Hannah,"Fiction, Historical , Fiction, Audiobook, Historical",4.41,"711,323 ratings63,104 reviews","First published February 6, 2018","435 pages, Kindle Edition"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390176956i/16220184.jpg,Crossroads and the Himalayan Crystals,C. Toni Graham,"Fantasy, Fiction, Contemporary, Epic, Young ",4.33,"11,858 ratings52 reviews","First published September 17, 2012","266 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330464293i/33724.jpg,Can You Keep a Secret?,Sophie Kinsella,"Chick , Lit, Romance, Fiction, Contemporary",3.84,"431,812 ratings14,330 reviews","First published March 23, 2003","374 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333844729i/567704.jpg,Imajica,Clive Barker,"Fantasy, Horror, Fiction, Science , Fiction",4.17,"22,848 ratings1,084 reviews","First published October 1, 1991","832 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532484265i/40940649.jpg,I Am Legend,Richard Matheson,"Fantasy, Dystopia, Apocalyptic, Vampires, Zombies",4.06,"127,982 ratings8,487 reviews","First published July 1, 1954","162 pages, Kindle Edition"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309287434i/38210.jpg,The Art of Happiness,Dalai Lama XIV,"Nonfiction, Philosophy, Spirituality, Self , Help",4.17,"114,651 ratings3,222 reviews","First published October 26, 1998","322 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331223772i/767171.jpg,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"History, Nonfiction, World , War , I",4.20,"130,584 ratings3,896 reviews","First published October 17, 1960","1614 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924429i/431.jpg,The New York Trilogy,Paul Auster,"Fiction, Mystery, American, Novels, Literature",3.88,"73,077 ratings4,276 reviews","First published January 1, 1987","308 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390793535i/19117.jpg,Fathers and Sons,Ivan Turgenev,"Classics, Fiction, Russia, Russian , Literature",3.99,"86,978 ratings3,916 reviews","First published February 1, 1862","244 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1461353798i/12812550.jpg,Days of Blood & Starlight,Laini Taylor,"Fantasy, Young , Adult, Romance, Paranormal",4.14,"161,674 ratings15,451 reviews","First published November 6, 2012","517 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1277923728i/32263.jpg,The Surgeon,Tess Gerritsen,"Mystery, Thriller, Crime, Fiction, Mystery ",4.09,"158,516 ratings5,661 reviews","First published October 2, 2001","416 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1515771860i/91203.jpg,Three Comrades,Erich Maria Remarque,"Classics, Fiction, German , Literature, Historical ",4.48,"33,458 ratings1,113 reviews","First published January 1, 1936","496 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388554293i/331920.jpg,Flipped,Wendelin Van Draanen,"Young , Adult, Romance, Fiction, Contemporary",3.98,"115,141 ratings9,573 reviews","First published October 9, 2001","212 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316729686i/7905092.jpg,Freedom,Jonathan Franzen,"Fiction, Contemporary, Novels, Literary , Fiction",3.78,"166,835 ratings14,707 reviews","First published August 31, 2010","562 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638239837i/9539.jpg,The Shadow Rising,Robert Jordan,"Fantasy, Fiction, Epic , Fantasy, High ",4.27,"225,794 ratings6,509 reviews","First published September 15, 1992","1007 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388197029i/4796.jpg,The Winter of Our Discontent,John Steinbeck,"Classics, Fiction, Literature, American, Novels",4.00,"46,637 ratings2,859 reviews","First published January 1, 1961","291 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442955497i/1379961.jpg,People of the Book,Geraldine Brooks,"Historical , Fiction, Fiction, Books , About ",4.03,"143,270 ratings12,946 reviews","First published January 1, 2008","372 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1515691735i/35068705.jpg,The Poppy War,R.F. Kuang,"Fantasy, Fiction, Historical , Fiction, Adult",4.17,"222,241 ratings36,222 reviews","First published May 1, 2018","545 pages, ebook"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532093846i/40881903.jpg,Unparalleled,D.S.   Smith,"Fiction, Science , Fiction, Contemporary, Mystery",4.14,"4,950 ratings195 reviews","First published July 24, 2018","287 pages, Kindle Edition"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1691959914i/17717.jpg,Labyrinths: Selected Stories & Other Writings,Jorge Luis Borges,"Fiction, Short , Stories, Classics, Magical ",4.45,"31,175 ratings1,722 reviews","First published January 1, 1962","260 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388253367i/69136.jpg,The Book of Lost Things,John Connolly,"Fantasy, Fiction, Young , Adult, Horror",3.96,"78,339 ratings9,018 reviews","First published November 7, 2006","339 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331761341i/13530588.jpg,China Blues,Ki Longfellow,"Historical , Fiction, Mystery, Fiction, Historical",4.15,"1,575 ratings104 reviews","First published January 1, 1989","456 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660526231i/10611.jpg,The Eyes of the Dragon,Stephen King,"Fantasy, Fiction, Horror, Young , Adult",3.94,"125,815 ratings6,329 reviews","First published February 2, 1987","427 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388182865i/261122.jpg,The Dead Girls' Dance,Rachel Caine,"Vampires, Young , Adult, Paranormal, Fantasy",4.04,"58,057 ratings2,090 reviews","First published April 3, 2007","248 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1540217136i/16160797.jpg,The Cuckoo's Calling,Robert Galbraith,"Mystery, Fiction, Crime, Thriller, Mystery ",3.88,"567,715 ratings36,923 reviews","First published April 18, 2013","456 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1647362522i/60623908.jpg,Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal,"Business, Artificial , Intelligence, Nonfiction, Economics",4.26,"6,414 ratings76 reviews","Published November 15, 2022","256 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509393911i/36505403.jpg,Boy's Life,Robert R. McCammon,"Horror, Fiction, Fantasy, Mystery, Coming ",4.39,"33,852 ratings4,043 reviews","First published August 1, 1991","625 pages, Kindle Edition"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388287904i/19351.jpg,The Epic of Gilgamesh,Anonymous,"Classics, Poetry, Fiction, Mythology, Literature",3.71,"92,473 ratings4,900 reviews","First published January 1, 1201","120 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405456427i/112537.jpg,Rendezvous with Rama,Arthur C. Clarke,"Science , Fiction, Fiction, Classics, Science ",4.12,"161,829 ratings5,545 reviews","First published June 1, 1973","243 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320459742i/7849341.jpg,Tiger's Voyage,Colleen Houck,"Fantasy, Young , Adult, Romance, Mythology",4.27,"36,468 ratings2,339 reviews","First published November 1, 2011","560 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689381440i/270805.jpg,Impulse,Ellen Hopkins,"Young , Adult, Poetry, Fiction, Mental ",4.26,"77,151 ratings3,854 reviews","First published January 23, 2007","666 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437538512i/2373.jpg,The Bone Collector,Jeffery Deaver,"Mystery, Thriller, Fiction, Crime, Mystery ",4.20,"178,035 ratings3,594 reviews","First published January 3, 1997","528 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1662568423i/23164983.jpg,Hollow City,Ransom Riggs,"Fantasy, Young , Adult, Fiction, Paranormal",4.06,"234,671 ratings18,746 reviews","First published January 1, 2014","412 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388719598i/270807.jpg,Burned,Ellen Hopkins,"Young , Adult, Poetry, Fiction, Contemporary",4.25,"65,145 ratings4,102 reviews","First published March 28, 2006","544 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470063017i/15575.jpg,The Sword of Shannara,Terry Brooks,"Fantasy, Fiction, Epic , Fantasy, Science ",3.76,"95,485 ratings4,756 reviews","First published January 1, 1977","726 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336683021i/13158800.jpg,The Light Between Oceans,M.L. Stedman,"Fiction, Historical , Fiction, Australia, Historical",4.04,"452,276 ratings37,630 reviews","First published March 20, 2012","362 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388247701i/42389.jpg,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,"History, Nonfiction, War, Military , Fiction",4.42,"122,836 ratings3,490 reviews","First published June 6, 1992","432 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389064715i/21348.jpg,Aesop's Fables,Aesop,"Classics, Fiction, Short , Stories, Childrens",4.05,"124,469 ratings2,637 reviews","First published January 1, 501","352 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1448816156i/28009303.jpg,"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",Kathleen Zamboni McCormick,"Drama, Contemporary, Novels, Fiction",4.29,"4,153 ratings58 reviews","Published November 18, 2015","191 pages, Kindle Edition"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348125094i/133430.jpg,Centennial,James A. Michener,"Historical , Fiction, Fiction, Historical, Westerns",4.25,"42,756 ratings1,038 reviews","First published January 1, 1974","1056 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417983381i/23316548.jpg,The Book of Negroes,Lawrence Hill,"Historical , Fiction, Fiction, Canada, Historical",4.46,"85,669 ratings6,928 reviews","First published January 18, 2007","512 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356328634i/15753740.jpg,The Storyteller,Jodi Picoult,"Fiction, Historical , Fiction, Holocaust, Historical",4.29,"219,380 ratings19,495 reviews","First published February 26, 2013","461 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1500663791i/38787.jpg,Pedro Páramo,Juan Rulfo,"Fiction, Classics, Magical , Realism, Spanish ",4.05,"65,731 ratings5,723 reviews","First published March 19, 1955","124 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388251628i/48464.jpg,A Good Man Is Hard to Find and Other Stories,Flannery O'Connor,"Short , Stories, Fiction, Classics, Southern ",4.18,"44,857 ratings2,974 reviews","First published January 1, 1955","252 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434701340i/15724396.jpg,The Sword of Summer,Rick Riordan,"Fantasy, Mythology, Young , Adult, Middle ",4.24,"206,071 ratings15,205 reviews","First published October 6, 2015","512 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631772636i/12543.jpg,Bird by Bird,Anne Lamott,"Writing, Nonfiction, Memoir, Self , Help",4.24,"99,042 ratings9,842 reviews","First published May 5, 1994","237 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347697665i/393199.jpg,Down and Out in Paris and London,George Orwell,"Nonfiction, Classics, Memoir, Biography, Travel",4.09,"85,340 ratings6,004 reviews","First published January 1, 1933","213 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1443764106i/34494.jpg,The Wee Free Men,Terry Pratchett,"Fantasy, Fiction, Young , Adult, Humor",4.29,"109,602 ratings5,429 reviews","First published May 1, 2003","375 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439779831i/8073.jpg,Cloudy With a Chance of Meatballs,Judi Barrett,"Picture , Books, Childrens, Fiction, Fantasy",4.18,"139,140 ratings2,433 reviews","First published August 1, 1978","32 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661678127i/929782.jpg,Martin Eden,Jack London,"Classics, Fiction, American, Literature, The ",4.47,"40,786 ratings2,626 reviews","First published January 1, 1908","480 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615486938i/55987278.jpg,Once Upon a Broken Heart,Stephanie Garber,"Fantasy, Romance, Young , Adult, Fantasy ",4.10,"198,505 ratings31,113 reviews","First published September 28, 2021","408 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1376602412i/18334354.jpg,Quantum Roots,Kyle Keyes,"Fiction, Science , Fiction, Contemporary, Drama",4.28,"3,333 ratings31 reviews","First published August 1, 2012","262 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362166252i/14061955.jpg,Siege and Storm,Leigh Bardugo,"Fantasy, Young , Adult, Romance, Fiction",3.82,"579,401 ratings55,758 reviews","First published June 4, 2013","435 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1431014197i/25499718.jpg,Children of Time,Adrian Tchaikovsky,"Science , Fiction, Fiction, Space , Opera",4.30,"113,320 ratings11,324 reviews","First published January 1, 2015","608 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327268513i/22206.jpg,Lullaby,Chuck Palahniuk,"Fiction, Horror, Contemporary, Fantasy, Novels",3.74,"97,738 ratings3,468 reviews","First published January 1, 2002","260 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1696970356i/517188.jpg,The Prime of Miss Jean Brodie,Muriel Spark,"Fiction, Classics, Historical , Fiction, Scotland",3.71,"53,199 ratings3,991 reviews","First published January 1, 1961","150 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328012816i/213753.jpg,Life As We Knew It,Susan Beth Pfeffer,"Young , Adult, Dystopia, Science , Fiction",3.88,"127,197 ratings10,596 reviews","First published October 1, 2006","337 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459567327i/95617.jpg,A Voice in the Wind,Francine Rivers,"Christian , Fiction, Historical , Fiction, Christian",4.56,"91,987 ratings4,432 reviews","First published March 1, 1993","520 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348130740i/18452.jpg,The Painted Bird,Jerzy Kosiński,"Fiction, Historical , Fiction, Classics, War",3.91,"25,923 ratings2,050 reviews","First published January 1, 1965","234 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1670729585i/65149849.jpg,"Diplomats & Admirals: From Failed Negotiations and Tragic Misjudgments to Powerful Leaders and Heroic Deeds, the Untold Story of the Pacific War from Pearl Harbor to Midway",Dale A. Jenkins,"History, Nonfiction, War, Military , Fiction",4.29,"6,027 ratings30 reviews","Published December 1, 2022","402 pages, Kindle Edition"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434990356i/25690957.jpg,Off the Grid,C.J. Box,"Mystery, Fiction, Thriller, Westerns, Crime",4.29,"18,631 ratings1,303 reviews","First published March 8, 2016","371 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1671054099i/61273823.jpg,"Take Command: Find Your Inner Strength, Build Enduring Relationships, and Live the Life You Want",Joe   Hart,"Self , Help, Business, Personal , Development",4.26,"7,445 ratings40 reviews","Published January 10, 2023","272 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386912604i/27252.jpg,Pope Joan,Donna Woolfolk Cross,"Historical , Fiction, Fiction, Historical, Religion",4.09,"70,849 ratings4,981 reviews","First published January 1, 1996","422 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1281416649i/70241.jpg,Crash,J.G. Ballard,"Fiction, Science , Fiction, Horror, Literature",3.59,"25,087 ratings1,970 reviews","First published June 28, 1973","224 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1561383241i/42607.jpg,As You Like It,William Shakespeare,"Classics, Plays, Drama, Fiction, Theatre",3.81,"82,026 ratings2,784 reviews","First published January 1, 1599","263 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385942923i/13328554.jpg,The Pandarus File,Kyle Keyes,"Fiction, Thriller, Mystery, Adult, Drama",4.31,"7,212 ratings26 reviews","First published January 8, 2010","347 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459793538i/28763485.jpg,The Sun Is Also a Star,Nicola Yoon,"Young , Adult, Romance, Contemporary, Fiction",3.98,"317,207 ratings31,622 reviews","First published November 1, 2016","344 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348919532i/10204213.jpg,The Traitor's Emblem,Juan Gómez-Jurado,"Historical , Fiction, Fiction, Thriller, Mystery",3.85,"3,602 ratings372 reviews","First published January 1, 2008","317 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1504936953i/35167685.jpg,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Science, Nonfiction, Biography, Physics, Memoir",4.27,"197,138 ratings7,730 reviews","First published January 1, 1985","400 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1414374949i/6174.jpg,Survival in Auschwitz,Primo Levi,"Nonfiction, History, Holocaust, Memoir, Classics",4.32,"72,518 ratings3,385 reviews","First published January 1, 1947","187 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388382796i/227651.jpg,Among the Hidden,Margaret Peterson Haddix,"Young , Adult, Dystopia, Science , Fiction",3.99,"123,485 ratings6,928 reviews","First published September 1, 1998","153 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437084512i/25614492.jpg,Salt to the Sea,Ruta Sepetys,"Historical , Fiction, Young , Adult, Fiction",4.36,"200,601 ratings25,207 reviews","First published February 2, 2016","391 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1563198223i/407813.jpg,The Blue Sword,Robin McKinley,"Fantasy, Young , Adult, Fiction, Romance",4.21,"60,404 ratings3,271 reviews","First published October 1, 1982","248 pages, Mass Market Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388276915i/56759.jpg,The Mayor of Casterbridge,Thomas Hardy,"Fiction, Classics, Literature19th , Century, Victorian",3.85,"61,486 ratings2,970 reviews","First published January 1, 1886","393 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1363442697i/17617277.jpg,Real,Katy Evans,"Romance, New , Adult, Sports, Contemporary",4.13,"111,737 ratings8,236 reviews","First published April 8, 2013","293 pages, ebook"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1647270090i/1166599.jpg,The Gathering Storm,Robert Jordan,"Fantasy, Fiction, Epic , Fantasy, High ",4.42,"156,423 ratings4,917 reviews","First published November 7, 2009","824 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322770025i/10194514.jpg,Pushing the Limits,Katie McGarry,"Romance, Young , Adult, Contemporary, New ",4.05,"121,643 ratings7,918 reviews","First published June 1, 2012","392 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509893913i/13497818.jpg,The Casual Vacancy,J.K. Rowling,"Fiction, Contemporary, Mystery, Adult, Adult ",3.30,"326,571 ratings32,462 reviews","First published September 27, 2012","503 pages, Hardcover"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1425871473i/9516.jpg,Persepolis: The Story of a Childhood,Marjane Satrapi,"Graphic , Novels, Nonfiction, Memoir, Comics",4.26,"203,181 ratings11,552 reviews","First published April 29, 2003","153 pages, Paperback"
https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534899658i/41423092.jpg,The Awakening: Fate in Motion,Suzanne Boisvert,"Fiction, Contemporary, Novels, Fantasy, Young ",4.22,"1,125 ratings36 reviews","Published September 15, 2018","438 pages, Kindle Edition"
